concept	intro_text	word_count
Jurisprudence_constante	"Jurisprudence constante (French for ""stable jurisprudence"", or literally, ""constant jurisprudence"") is a legal doctrine according to which a long series of previous decisions applying a particular legal principle or rule is highly persuasive but not controlling in subsequent cases dealing with similar or identical issues of law.  This doctrine is recognized in most civil law jurisdictions as well as in certain mixed jurisdictions, e.g., Louisiana.
The rule of law applied in the jurisprudence constante directly compares with stare decisis. But the Louisiana Supreme Court notes the principal difference between the two legal doctrines: a single court decision can provide sufficient foundation for stare decisis; however, ""a
series of adjudicated cases, all in accord, form the basis for jurisprudence constante."" Moreover, the Louisiana Court of Appeal has explicitly noted that within Louisiana, jurisprudence constante is merely a secondary source of law, which cannot be authoritative and does not rise to the level of stare decisis.

"	154
Ker–Frisbie_doctrine	"The Ker–Frisbie doctrine is applied in the context of extradition and generally holds that criminal defendants may be prosecuted in United States courts regardless of whether their presence has been obtained through the use of applicable extradition treaties.

"	38
Knock_and_talk	"In law enforcement, a knock and talk is an investigative technique where one or more police officers approaches a private residence, knocks on the door, and requests consent from the owner to search the residence. This strategy is often utilised when criminal activity is suspected, but there is not sufficient evidence to obtain a search warrant.

"	56
Laches_(equity)	"In common-law legal systems, laches ( LAT-chiz ;  Law French: remissness, dilatoriness, from Old French laschesse) is a lack of diligence and activity in making a legal claim, or moving forward with legal enforcement of a right, particularly in regard to  equity. This means that it is an unreasonable delay that can be viewed as prejudicing the opposing party. When asserted in litigation, it is an equity defense, that is, a defense to a claim for an equitable remedy.
The person invoking laches is asserting that an opposing party has ""slept on its rights"", and that, as a result of this delay, circumstances have changed (witnesses or evidence may have been lost or no longer available, etc.), such that it is no longer a just resolution to grant the plaintiff's claim. Laches is associated with the maxim of equity: ""Equity aids the vigilant"" - not those who sleep on their rights. Put another way, failure to assert one's rights in a timely manner can result in a claim being barred by laches.

"	172
Last_clear_chance	"The last clear chance doctrine of tort law is applicable to negligence cases in jurisdictions that apply rules of contributory negligence in lieu of comparative negligence. Under this doctrine, a negligent plaintiff can nonetheless recover if he is able to show that the defendant had the last opportunity to avoid the accident. Though the stated rationale has differed depending on the jurisdiction adopting the doctrine, the underlying idea is to mitigate the harshness of the contributory negligence rule. Conversely, a defendant can also use this doctrine as a defense.  If the plaintiff has the last clear chance to avoid the accident, the defendant will not be liable.

"	107
Last_injurious_exposure_rule	"In law, the last injurious exposure rule is the principle that when an occupational disease was caused by a succession of jobs, or could have been caused by any one of a succession of jobs, the most recent employer with the risk exposure is liable.

"	45
Law_of_the_case	"The law of the case is a legal term of art that is applicable mainly in common law, or Anglo-American, jurisdictions that recognize the related doctrine of stare decisis.  The phrase refers to instances where ""rulings made by a trial court and not challenged on appeal become the law of the case."" ""Unless the trial court's rulings were clearly in error or there has been an important change in circumstances, the court's prior rulings must stand."" Usually the situation occurs when either a case is on appeal for the second time—e.g. if the reviewing court remanded the matter to the trial court and the party appeals again or if the case was appealed in a higher appellate court—for example, from an appellate court to the highest court.
As generally used, ""law of the case"" states that, if an appellate court has passed on a legal question and remanded the case to the court below for further proceedings, the legal question thus determined by the appellate court will not be differently determined on a subsequent appeal in the same case where the facts remain the same.The doctrine provides that an appellate court's determination on a legal issue is binding on both the trial court on remand and on the appellate court on a subsequent appeal given the same case and substantially the same facts.The ""law of the case"" doctrine, however, is one of policy only and will be disregarded when compelling circumstances call for a redetermination of a point of law on prior appeal. This is particularly true where an intervening or a contemporaneous change in law has occurred where former decisions have been overruled or new precedent has been established by controlling authority.The ""law of the case"" doctrine precludes reconsideration of a previously decided issue unless one of three ""exceptional circumstances"" exists: (1) when substantially different evidence is raised at a subsequent trial, (2) when a subsequent contrary view of the law is decided by the controlling authority, or (3) when a decision is clearly erroneous and would result in a manifest injustice.

"	343
Learned_intermediary	"Learned intermediary is a defense doctrine used in the legal system of the United States.  This doctrine states that a manufacturer of a product has fulfilled its duty of care when it provides all of the necessary information to a ""learned intermediary"" who then interacts with the consumer of a product. This doctrine is primarily used by pharmaceutical and medical device manufacturers in defense of tort suits. 
In a clear majority of states, the courts have accepted this as a liability shield for pharmaceutical companies. 
This doctrine was adopted by the Supreme Court of Canada in Hollis v Dow Corning Corp., 129 DLR 609 (1995).

"	105
Legal_certainty	"Legal certainty is a principle in national and international law which holds that the law must provide those subject to it with the ability to regulate their conduct.
The legal system needs to permit those subject to the law to regulate their conduct with certainty and to protect those subject to the law from arbitrary use of state power. Legal certainty represents a requirement that decisions be made according to legal rules, i.e. be lawful. The concept of legal certainty may be strongly linked to that of individual autonomy in national jurisprudence. The degree to which the concept of legal certainty is incorporated into law varies depending on national jurisprudence. However, legal certainty frequently serves as the central principle for the development of legal methods by which law is made, interpreted and applied.Legal certainty is an established legal concept both in the civil law legal systems and common law legal systems. In the civil law tradition, legal certainty is defined in terms of maximum predictability of officials' behaviour. In the common law tradition, legal certainty is often explained in terms of citizens' ability to organise their affairs in such a way that does not break the law. In both legal traditions, legal certainty is regarded as grounding value for the legality of legislative and administrative measures taken by public authorities.

"	220
Legal_immunity	"Legal immunity, or immunity from prosecution, is a legal status wherein an individual or entity cannot be held liable for a violation of the law, in order to facilitate societal aims that outweigh the value of imposing liability in such cases. Such legal immunity may be from criminal prosecution, or from civil liability (being subject of lawsuit), or both. The most notable forms of legal immunity are parliamentary immunity and witness immunity. One author has described legal immunity as ""the obverse of a legal power"":
A party has an immunity with respect to some action, object or status, if some other relevant party – in this context, another state or international agency, or citizen or group of citizens – has no (power) right to alter the party's legal standing in point of rights or duties in the specified respect. There is a wide range of legal immunities that may be invoked in the name of the right to rule. In international law, immunities may be created when states assert powers of derogation, as is permitted, for example, from the European Convention on Human Rights ""in times of war or other public emergency."" Equally familiar examples include the immunities against prosecution granted to representatives (MPs or councillors) and government officials in pursuit of their duties. Such legal immunities may be suspect as potential violations of the rule of law, or regarded as quite proper, as necessary protections for the officers of the state in the rightful pursuit of their duties.

"	249
List_of_Latin_legal_terms	A number of Latin terms are used in legal terminology and legal maxims. This is a partial list of these terms, which are wholly or substantially drawn from Latin.	29
Legal_transplant	"The term legal transplant was coined in the 1970s by the Scottish legal scholar W.A.J. 'Alan' Watson to indicate the moving of a rule or a system of law from one country to another (A. Watson, Legal Transplants: An Approach to Comparative Law, Edinburgh, 1974). The notion of legal transplantation is diffusionism-based and according to this concept most changes in most legal systems occur as the result of borrowing. As maintained by Watson, transplantation is the most fertile source of legal development.
Laws are commonly inspired by foreign policies and experiences. Regardless of the academic discourses on whether legal transplants are sustainable as a notion in the legal theory, they are common practice. Nevertheless, the degree to which new laws are inspired by foreign examples can vary. A frequent and often justified criticism is that imported laws are not suited for a certain local context.
German jurist Friedrich Carl von Savigny and his historical school of jurisprudence, which was inspired by the 19th-century Romanticism, have notably promoted the origins of the German people and their distinctive ethos, or Volksgeist (“the spirit of a people”). Savigny’s school of legal thought expressed the need of legal change to respect the continuity of the Volksgeist offering a pre-Darwinian concept of juristic evolution. However, this concept of juristic evolution did not leave much space for notions such as legal transplants and the diffusion of law. More recently, Pierre Legrand is one of the strongest opponents of legal transplants.
Today, legal transplants are often mentioned in the broader process of diffusion of law or legal acculturation. J.W. Powell is credited with coining the word “acculturation”, first using it in an 1880 report by the US Bureau of American Ethnography. He explained that this term refers to the psychological changes induced by cross-cultural imitation. In a broader context, such notion is by many contemporary scholars applied to legal thought. The diffusion of law is a process of legal change in today’s age of globalization. Studies on diffusion of law are notably a new area of research in the 21st century.

"	344
Legality	"Legality, in respect of an act, agreement, or contract is the state of being consistent with the law or of being lawful or unlawful in a given jurisdiction, and the construct of power.
According to the Merriam-Webster Dictionary, legality is 1 : attachment to or observance of law. 2 : the quality or state of being legal  Businessdictionary.com, thelawdictionary.org, and mylawdictionary.org definition explains concept of attachment to law as Implied warranty that an act, agreement, or contract strictly adheres to the statutes of a particular jurisdiction. For example, in insurance contracts it is assumed that all risks covered under the policy are legal ventures."	104
Legality_of_the_War_on_Drugs	"Several authors have put forth arguments concerning the legality of the war on drugs. In his essay The Drug War and the Constitution, libertarian philosopher Paul Hager makes the case that the War on Drugs in the United States is an illegal form of prohibition, which violates the principles of a limited government embodied in the United States Constitution.

"	59
List_of_international_and_European_laws_on_child_protection_and_migration	"The following is a list of international standards that are relevant to the protection of children in migration and mobility. These standards are legally binding conventions, treaties and directives. The international legal framework concerning children in migration and mobility provides safeguards in relation to asylum and international protection, labour regulations, the prevention of sexual exploitation and trafficking in human beings, international standards for migrant workers, child victims of crime and the judiciary, as well as international private law for child protection and family matters.

"	84
Living_tree_doctrine	"In Canadian law, the living tree doctrine (French: théorie de l'arbre vivant) is a doctrine of constitutional interpretation that says that a constitution is organic and must be read in a broad and progressive manner so as to adapt it to the changing times.

"	44
Loss_of_chance_in_English_law	"Loss of chance in English law refers to a particular problem of causation, which arises in tort and contract. The law is invited to assess hypothetical outcomes, either affecting the claimant or a third party, where the defendant's breach of contract or of the duty of care for the purposes of negligence deprived the claimant of the opportunity to obtain a benefit and/or avoid a loss. For these purposes, the remedy of damages is normally intended to compensate for the claimant's loss of expectation (alternative rationales include restitution and reliance). The general rule is that while a loss of chance is compensable when the chance was something promised on a contract it is not generally so in the law of tort, where most cases thus far have been concerned with medical negligence in the public health system.

"	137
Major_questions_doctrine	"The major questions doctrine is a principle of statutory interpretation in United States administrative law which states that courts will presume that Congress does not delegate to executive agencies issues of major political or economic significance.
According to retired D.C. Circuit Judge Thomas Griffith and Haley Proctor, the ""seminal statement"" of the major questions doctrine comes from FDA v. Brown & Williamson Tobacco Corp. (2000): ""[W]e must be guided to a degree by common sense as to the manner in which Congress is likely to delegate a policy decision of such economic and political magnitude to an administrative agency.""There are at least two versions of the doctrine, a narrow version (a limitation on Chevron deference) and a broad version (a clear statement rule). Under the narrow version, the doctrine serves only to say that, when an agency asserts that it has authority to decide major questions, courts should independently determine whether the agency's interpretation of its statutory authority is the most reasonable reading of the statute.  Under the broad version, the doctrine says that courts must not interpret statutes as delegating major questions to agencies unless Congress clearly said so.
Chief Justice John Roberts summarized the major questions doctrine in the landmark case of West Virginia v. Environmental Protection Agency (2022) as follows:

[I]n certain extraordinary cases, both separation of powers principles and a practical understanding of legislative intent make us “reluctant to read into ambiguous statutory text” the delegation claimed to be lurking there. Utility Air, 573 U. S., at 324. To convince us otherwise, something more than a merely plausible textual basis for the agency action is necessary. The agency instead must point to “clear congressional authorization” for the power it claims. Ibid. [* * *] As for the major questions doctrine “label[],” post, at 13, it took hold because it refers to an identifiable body of law that has developed over a series of significant cases all addressing a particular and recurring problem: agencies asserting highly consequential power beyond what Congress could reasonably be understood to have granted. Scholars and jurists have recognized the common threads between those decisions. So have we. See Utility Air, 573 U. S., at 324 (citing Brown & Williamson and MCI); King v. Burwell, 576 U. S. 473, 486 (2015) (citing Utility Air, Brown & Williamson, and Gonzales).In the years since the Supreme Court adopted the broader version of the major questions doctrine, legal scholars have criticized the doctrine along various lines. These include arguments that the major questions doctrine is a symptom of ""judicial self-aggrandizement,"" that it is inconsistent with both textualism and originalism, and that it is at odds with normal tools of statutory interpretation. In an article for the Harvard Law Review summarizing this transformation in the major questions case law, Professor Mila Sohoni wrote that the ""first crucial thing to understand about the major questions [doctrine] is what it did to administrative law."" She continued, ""[w]hile ostensibly applying existing major questions case law, the [Supreme Court] in actuality altered the doctrine of judicial review of agency action in its method and content, in ways that will have momentous consequences.""

"	521
Male_captus_bene_detentus	"Male captus, bene detentus (wrongly captured, properly detained) is a legal doctrine, according to which the fact that a person may have been wrongly or unfairly arrested, will not prejudice a rightful detention or trial under due process. 
There is state practice in support of the doctrine, as well as contrary state practice. In one of its cases the U.S. Supreme Court held that where a person from another country is apprehended by irregular means, the right to set up as defense the unlawful manner by which he was brought to a court belongs ""to the Government from whose territory he was wrongfully taken"".

"	104
Margin_of_appreciation	"The margin of appreciation (or margin of state discretion) is a legal doctrine with a wide scope in international human rights law. It was developed by the European Court of Human Rights to judge whether a state party to the European Convention on Human Rights should be sanctioned for limiting the enjoyment of rights. The doctrine allows the court to reconcile practical differences in implementing the articles of the convention. Such differences create a limited right for contracting parties ""to derogate from the obligations laid down in the Convention"". The doctrine also reinforces the role of the European Convention as a supervisory framework for human rights. In applying that discretion, the court's judges must take into account differences between domestic laws of the contracting parties as they relate to substance and procedure. The margin of appreciation doctrine contains concepts that are analogous to the principle of subsidiarity, which occurs in the unrelated field of EU law. The purposes of the margin of appreciation are to balance individual rights with national interests and to resolve any potential conflicts. It has been suggested that the European Court should generally refer to the State's decision, as it is an international court, instead of a bill of rights.

"	204
María_Clara_doctrine	"The María Clara doctrine, also known as the Woman's Honor doctrine, is a legal doctrine applied by Philippine courts regarding cases that concern abuse against women. The doctrine is a presumption ""that women, especially Filipinas, would not admit that they have been abused unless that abuse had actually happened."" It was a part of case law in the Philippines for some considerable time but was repudiated by the Supreme Court of the Philippines in 2018.

"	75
Market_share_liability	"Market share liability is a legal doctrine that allows a plaintiff to establish a prima facie case against a group of product manufacturers for an injury caused by a product, even when the plaintiff does not know from which defendant the product originated. The doctrine is unique to the law of the United States and apportions liability among the manufacturers according to their share of the market for the product giving rise to the plaintiff's injury.

"	76
Mater_semper_certa_est	"Mater semper certa est (""The mother is always certain"") is a Roman-law  principle which has the power of praesumptio iuris et de iure, meaning that no counter-evidence can be made against this principle (literally: presumption of law and by law). It provides that the mother of the child is conclusively established, from the moment of birth, by the mother's role in the birth.Since egg donation, or embryo donation with surrogacy, started using the technique of in-vitro fertilization, the principle of Mater semper certa est has been shaken, since a child may have a genetic and a gestational (""birth""), let alone a ""social"", mother who are different individuals. Since then some countries have converted the old natural law to an equivalent codified law; in 1997 Germany introduced paragraph 1591 Mutterschaft (""motherhood"") of the BGB (civil code) reading Mutter eines Kindes ist die Frau, die es geboren hat (""the mother of a child is the woman who gave birth to it""). This has also been tested in the British case of Freddy McConnell.The Roman law principle, however, does not stop at the mother, in fact it continues with pater semper incertus est (""The father is always uncertain""). This was regulated by the law of pater est, quem nuptiae demonstrant (""the father is he to whom marriage points""). Essentially paternity fraud had originally been a marriage fraud in the civil code due to this principle. Today some married fathers use the modern tools of DNA testing to ensure a certainty on their fatherhood.

"	250
Maxims_of_equity	"Maxims of equity are legal maxims that serve as a set of general principles or rules which are said to govern the way in which equity operates. They tend to illustrate the qualities of equity, in contrast to the common law, as a more flexible, responsive approach to the needs of the individual, inclined to take into account the parties' conduct and worthiness. They were developed by the English Court of Chancery and other courts that administer equity jurisdiction, including the law of trusts. Although the most fundamental and time honored of the maxims, listed on this page, are often referred to on their own as the 'maxims of equity' or 'the equitable maxims',The first equitable maxim is 'equity delights in equality' or equity is equality Like other kinds of legal maxims or principles, they were originally, and sometimes still are, expressed in Latin.

"	144
Maxwellisation	"Maxwellisation is the legal practice in English and Scots law that allows anyone who is criticised in an official report to respond prior to publication, based on details of the criticism received in advance.
The process takes its name from the publisher Robert Maxwell. In 1969, Maxwell was criticised in a report by the Department of Trade and Industry (DTI) as ""unfit to hold the stewardship of a public company"". Maxwell took the matter to court, where the DTI was said by the judge to have ""virtually committed the business murder"" of Maxwell. To avoid any repeat following the ruling, official policy was altered to ensure that prior notice would be given of critical findings. Relevant witnesses are shown the specific extracts of reports relating to them.

"	127
Medical_necessity	"Medical necessity is a legal doctrine in the United States related to activities that may be justified as reasonable, necessary, and/or appropriate based on evidence-based clinical standards of care. In contrast, unnecessary health care lacks such justification.
Other countries may have medical doctrines or legal rules covering broadly similar grounds. The term clinical medical necessity is also used.

"	58
Meeting_of_the_minds	"Meeting of the minds (also referred to as mutual agreement, mutual assent or consensus ad idem) is a phrase in contract law used to describe the intentions of the parties forming the contract. In particular, it refers to the situation where there is a common understanding in the formation of the contract. Formation of a contract is initiated with a proposal or offer. This condition or element is considered a requirement to the formation of a contract in some jurisdictions.

"	80
Merger_doctrine	"The phrase merger doctrine or doctrine of merger may refer to one of several legal doctrines:

Merger doctrine (antitrust law)
Merger doctrine (civil procedure)
Merger doctrine (copyright law)
Merger doctrine (criminal law)
Merger doctrine (family law)
Merger doctrine (property law)
Merger doctrine (trust law)"	44
Merger_doctrine_(civil_procedure)	"The merger doctrine in civil procedure stands for the proposition that when litigants agree to a settlement, and then seek to have their settlement incorporated into a court order, the court order actually extinguishes the settlement and replaces it with the authority of the court to supervise the behavior of the parties. Under this doctrine, the court is free to modify its order as necessary to achieve justice in the case, and may hold a party that breaches the agreement in contempt of court.
In U.S criminal law, merger doctrine holds that if a defendant has committed acts that simultaneously meet the elements of a more serious and less serious offense, the defendant may be charged with the more serious offense and the lesser offense drops in order to avoid implicating double jeopardy.

"	133
Merger_doctrine_(family_law)	"Historically, the merger doctrine (a.k.a. ""doctrine of merger"") was the notion that marriage caused a woman's legal identity to merge with that of her husband.  
Thus, a woman could not sue or testify against her husband any more than he could sue or testify against himself. Since her identity had merged with his, the two were now considered one legal entity.

"	61
Merger_doctrine_(trust_law)	"In trust law the term ""doctrine of merger"" refers to the fusing of legal and equitable title in the event the same person becomes both the sole trustee and the sole beneficiary of a trust. In such a case, the trust is sometimes deemed to have terminated (with the result that the beneficiary owns the trust property outright)."	58
Mirror_image_rule	"In the law of contracts, the mirror image rule, also referred to as an unequivocal and absolute acceptance requirement, states that an offer must be accepted exactly with no modifications. The offeror is the master of their own offer. An attempt to accept the offer on different terms instead creates a counter-offer, and this constitutes a rejection of the original offer.

"	61
Mistake_(contract_law)	"In contract law, a mistake is an erroneous belief, at contracting, that certain facts are true.  It can be argued as a defense, and if raised successfully, can lead to the agreement in question being found void ab initio or voidable, or alternatively, an equitable remedy may be provided by the courts. Common law has identified three different types of mistake in contract: the 'unilateral mistake', the 'mutual mistake', and the 'common mistake'.  The distinction between the 'common mistake' and the 'mutual mistake' is important.
Another breakdown in contract law divides mistakes into four traditional categories: unilateral mistake, mutual mistake, mistranscription, and misunderstanding.The law of mistake in any given contract is governed by the law governing the contract.  The law from country to country can differ significantly. For instance, contracts entered into under a relevant mistake have not been voidable in English law since Great Peace Shipping Ltd v Tsavliris (International) Ltd (2002).

"	153
Mootness	"The terms moot, mootness and moot point are used in both in English and American law, although with different meanings.
In the legal system of the United States, a matter is ""moot"" if further legal proceedings with regard to it can have no effect, or events have placed it beyond the reach of the law.  Thereby the matter has been deprived of practical significance or rendered purely academic. 
The U.S. development of this word stems from the practice of moot courts, in which hypothetical or fictional cases were argued as a part of legal education.  These purely academic issues led the U.S. courts to describe cases where developing circumstances made any judgment ineffective as ""moot"".  
The mootness doctrine can be compared to the ripeness doctrine, another court rule(rather than law), that holds that judges should not rule on cases based entirely on anticipated disputes or hypothetical facts.  These rules and similar doctrines, taken together, prevent the federal courts of the United States from issuing advisory opinions, as required by the Case or Controversy Clause of the United States Constitution.The usage in the British legal system, on the other hand, is that the term ""moot"" has the meaning of ""remains open to debate"" or ""remains unresolved"". The divergence in usage was first observed in the United States and the extent to which the U.S. definition is used in U.S. jurisprudence and public discourse has ensured it is rarely used in a British courtroom. This is partially to avoid ambiguity, but also because the British definition is rarely relevant in practical cases.  
It should not be confused with the term ""moot court"", which refers to practice appellate arguments.

"	276
Moral_certainty	Moral certainty is a concept of intuitive probability. It means a very high degree of probability, sufficient for action, but short of absolute or mathematical certainty.	26
Mosaic_theory_(US_law)	"The mosaic theory is a legal doctrine in American courts for considering issues of information collection, government transparency, and search and seizure, especially in cases involving invasive or large-scale data collection by government entities. The theory takes its name from mosaic tile art: while an entire picture can be seen from a mosaic's tiles at a distance, no clear picture emerges from viewing a single tile in isolation. The mosaic theory calls for a cumulative understanding of data collection by law enforcement and analyzes searches ""as a collective sequence of steps rather than individual steps.""Although the doctrine was first used in cases about national security, five justices of the US Supreme Court authored concurring opinions supporting a new Fourth Amendment framework for judging whether or not an individual has been subjected to an unlawful search, in United States v. Jones. Under this framework, the US government's actions should be considered collectively rather than independently for determining whether or not the acts constitute a search under the Fourth Amendment. It requires that police action is considered ""over time as a collective 'mosaic' of surveillance,"" and allows that cumulative mosaic to qualify as a protected Fourth Amendment search, even if the individual steps that contribute to the full picture do not reach that constitutional threshold in isolation.Critics of the Fourth Amendment use of mosaic theory argue that it is difficult to administer and inconsistent with other Fourth Amendment jurisprudence. Proponents, on the other hand, argue that mosaic theory is a much-needed development in light of new technologies that allow law enforcement officers to collect large volumes of personal data with little effort. Human rights workers and legal scholars have been critical of how mosaic theory in national security cases undermines civil rights. They argue that when government agencies claim that any scrap of information is part of a larger intelligence mosaic, those agencies get free rein to determine what of their work will be kept secret. This method is used by American intelligence analysts.

"	332
Mount_Laurel_doctrine	"The Mount Laurel doctrine is a significant judicial doctrine of the New Jersey State Constitution. The doctrine requires that municipalities use their zoning powers in an affirmative manner to provide a realistic opportunity for the production of housing affordable to low- and moderate-income households.
The doctrine takes its name from the lead case in which it was first pronounced by the New Jersey Supreme Court in 1975: Southern Burlington County N.A.A.C.P. v. Mount Laurel Township (commonly called Mount Laurel I), in which the plaintiffs challenged the zoning ordinance of Mount Laurel Township, New Jersey, on the grounds that it operated to exclude low and moderate income persons from obtaining housing in the municipality.

"	113
Natural_justice	"In English law, natural justice is technical terminology for the rule against bias (nemo iudex in causa sua) and the right to a fair hearing (audi alteram partem). While the term natural justice is often retained as a general concept, it has largely been replaced and extended by the general ""duty to act fairly"".
The basis for the rule against bias is the need to maintain public confidence in the legal system. Bias can take the form of actual bias, imputed bias, or apparent bias. Actual bias is very difficult to prove in practice whereas imputed bias, once shown, will result in a decision being void without the need for any investigation into the likelihood or suspicion of bias. Cases from different jurisdictions currently apply two tests for apparent bias: the ""reasonable suspicion of bias"" test and the ""real likelihood of bias"" test. One view that has been taken is that the differences between these two tests are largely semantic and that they operate similarly.
The right to a fair hearing requires that individuals should not be penalized by decisions affecting their rights or legitimate expectations unless they have been given prior notice of the case, a fair opportunity to answer it, and the opportunity to present their own case. The mere fact that a decision affects rights or interests is sufficient to subject the decision to the procedures required by natural justice. In Europe, the right to a fair hearing is guaranteed by Article 6(1) of the European Convention on Human Rights, which is said to complement the common law rather than replace it."	265
Natural_rights_and_legal_rights	"Some philosophers distinguish two types of rights, natural rights and legal rights.
Natural rights are those that are not dependent on the laws or customs of any particular culture or government, and so are universal, fundamental and inalienable (they cannot be repealed by human laws, though one can forfeit their enjoyment through one's actions, such as by violating someone else's rights). Natural law is the law of natural rights.
Legal rights are those bestowed onto a person by a given legal system (they can be modified, repealed, and restrained by human laws). The concept of positive law is related to the concept of legal rights.Natural law first appeared in ancient Greek philosophy, and was referred to by Roman philosopher Cicero. It was subsequently alluded to in the Bible, and then developed in the Middle Ages by Catholic philosophers such as Albert the Great and his pupil Thomas Aquinas. During the Age of Enlightenment, the concept of natural laws was used to challenge the divine right of kings, and became an alternative justification for the establishment of a social contract, positive law, and government – and thus legal rights – in the form of classical republicanism. Conversely, the concept of natural rights is used by others to challenge the legitimacy of all such establishments.
The idea of human rights derives from theories of natural rights. Those rejecting a distinction between human rights and natural rights view human rights as the successor that is not dependent on natural law, natural theology, or Christian theological doctrine. Natural rights, in particular, are considered beyond the authority of any government or international body to dismiss. The 1948 United Nations Universal Declaration of Human Rights is an important legal instrument enshrining one conception of natural rights into international soft law. Natural rights were traditionally viewed as exclusively negative rights, whereas human rights also comprise positive rights. Even on a natural rights conception of human rights, the two terms may not be synonymous.
The concept of natural rights is not universally accepted, partly due to its religious associations and perceived incoherence. Some philosophers argue that natural rights do not exist and that legal rights are the only rights; for instance, Jeremy Bentham called natural rights ""simple nonsense""."	370
Necessity_(criminal_law)	"In the criminal law of many nations, necessity may be either a possible justification or an exculpation for breaking the law. Defendants seeking to rely on this defense argue that they should not be held liable for their actions as a crime because their conduct was necessary to prevent some greater harm and when that conduct is not excused under some other more specific provision of law such as self defense. As a matter of political expediency, states usually allow some classes of person to be excused from liability when they are engaged in socially useful functions but intentionally cause injury, loss or damage. 
For example, a drunk driver might contend that they drove their car to get away from being kidnapped (cf. North by Northwest).  Most common law and civil law jurisdictions recognize this defense, but only under limited circumstances. Generally, the defendant must affirmatively show (i.e., introduce some evidence) that (a) the harm they sought to avoid outweighs the danger of the prohibited conduct they are charged with; (b) they had no reasonable alternative; (c) they ceased to engage in the prohibited conduct as soon as the danger passed; and (d) they themselves did not create the danger they sought to avoid.  Thus, with the ""drunk driver"" example cited above, the necessity defense will not be recognized if the defendant drove further than was reasonably necessary to get away from the kidnapper, or if some other reasonable alternative was available to them.
For another example, the fire services and other civil defence organizations have a general duty to keep the community safe from harm. If a fire or flood is threatening to spread out of control, it may be reasonably necessary to destroy other property to form a fire break, or to trespass on land to throw up mounds of earth to prevent the water from spreading. 
These examples have the common feature of individuals intentionally breaking the law because they believe it to be urgently necessary to protect others from harm, but some states distinguish between a response to a crisis arising from an entirely natural cause (an inanimate force of nature), e.g. a fire from a lightning strike or rain from a storm, and a response to an entirely human crisis. Thus, parents who lack the financial means to feed their children cannot use necessity as a defense if they steal food. The existence of welfare benefits and strategies other than self-help defeat the claim of an urgent necessity that cannot be avoided in any way other than by breaking the law. 
Further, some states apply a test of proportionality, where the defense would only be allowed where the degree of harm actually caused was a reasonably proportionate response to the degree of harm threatened. This is a legal form of cost–benefit analysis.

"	467
Negligence	Negligence (Lat. negligentia) is a failure to exercise appropriate and/or ethical ruled care expected to be exercised amongst specified circumstances. The area of tort law known as negligence involves harm caused by failing to act as a form of carelessness possibly with extenuating circumstances. The core concept of negligence is that people should exercise reasonable care in their actions, by taking account of the potential harm that they might foreseeably cause to other people or property.Someone who suffers loss caused by another's negligence may be able to sue for damages to compensate for their harm. Such loss may include physical injury, harm to property, psychiatric illness, or economic loss. The law on negligence may be assessed in general terms according to a five-part model which includes the assessment of duty, breach, actual cause, proximate cause, and damages.	137
Nemo_iudex_in_causa_sua	"Nemo judex in causa sua (or nemo judex in sua causa) (which, in Latin, literally means ""no-one is judge in his own cause"") is a principle of natural justice that no person can judge a case in which they have an interest. In many jurisdictions the rule is very strictly applied to any appearance of a possible bias, even if there is actually none: ""Justice must not only be done, but must be seen to be done"".This principle may also be called:

nemo judex idoneus in propria causa est
nemo judex in parte sua
nemo judex in re sua
nemo debet esse judex in propria causa
in propria causa nemo judexThe legal effect of a breach of natural justice is normally to stop the proceedings and render any judgment invalid; it should be quashed or appealed, but may be remitted for a valid re-hearing.

"	144
Nolle_prosequi	"Nolle prosequi, abbreviated nol or nolle pros, is legal Latin meaning ""to be unwilling to pursue"". It is a type of prosecutorial discretion in common law, used for prosecutors' declarations that they are voluntarily ending a criminal case before trial or before a verdict is rendered; it is a kind of motion to dismiss and contrasts with an involuntary dismissal. This has been used frequently in the state of Virginia.

"	70
Nominative_use	"Nominative use, also ""nominative fair use"", is a legal doctrine that provides an affirmative defense to trademark infringement as enunciated by the United States Ninth Circuit, by which a person may use the trademark of another as a reference to describe the other product, or to compare it to their own. Nominative use may be considered to be either related to, or a type of ""trademark fair use"" (sometimes called ""classic fair use"" or ""statutory fair use"").  All ""trademark fair use"" doctrines, however classified, are distinct from the fair use doctrine in copyright law.  However, the fair use of a trademark may be protected under copyright laws depending on the complexity or creativity of the mark as a design logo.The nominative use test essentially states that one party may use or refer to the trademark of another if:

The product or service cannot be readily identified without using the trademark (e.g. trademark is descriptive of a person, place, or product attribute).
The user only uses as much of the mark as is necessary for the identification (e.g. the words but not the font or symbol).
The user does nothing to suggest sponsorship or endorsement by the trademark holder.  This applies even if the nominative use is commercial, and the same test applies for metatags.Furthermore, if a use is found to be nominative, then by the definition of non-trademark uses, it can not dilute the trademark.Nominative use does not require that ownership of the trademark be acknowledged, for example by use of a sentence such as ""UNIX is a registered trademark of The Open Group"". Such statements may, however, be required by the terms of a license agreement between the parties, and they may be prudent (and courteous) as a way of preventing misunderstandings or allegations of passing off.

"	298
